,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,pca1,pca2
59,chevrolet vega,20.0,4,140.0,90,2408,19.5,72,US,0.1570544999432291,0.012607514171180856
60,ford pinto runabout,21.0,4,122.0,86,2226,16.5,72,US,0.13460283134186454,0.005522937466353373
61,chevrolet impala,13.0,8,350.0,165,4274,12.0,72,US,0.9736910577308444,0.03719757211453226
62,pontiac catalina,14.0,8,400.0,175,4385,12.0,72,US,1.0305823146360824,0.037325770516105
63,plymouth fury iii,15.0,8,318.0,150,4135,13.5,72,US,0.8971271995865056,0.033259292514224756
64,ford galaxie 500,14.0,8,351.0,153,4129,13.0,72,US,0.9370634491324782,0.03468372011449343
65,amc ambassador sst,17.0,8,304.0,150,3672,11.5,72,US,0.8489519427656539,0.023142011816333973
66,mercury marquis,11.0,8,429.0,208,4633,11.0,72,US,1.1375263734636665,0.04538693051480403
67,buick lesabre custom,13.0,8,350.0,155,4502,13.5,72,US,0.9707815669337346,0.04057021521328203
68,oldsmobile delta 88 royale,12.0,8,350.0,160,4456,13.5,72,US,0.9790908982236748,0.042068767514509754
69,chrysler newport royal,13.0,8,400.0,190,4422,12.5,72,US,1.0543056856465869,0.04064259036330709
70,mazda rx2 coupe,19.0,3,70.0,97,2330,13.5,72,Japan,-0.8718590583811073,-0.48373926039900506
71,amc matador (sw),15.0,8,304.0,150,3892,12.5,72,US,0.8721867128606169,0.02974858996127109
72,chevrolet chevelle concours (sw),13.0,8,307.0,130,4098,14.0,72,US,0.8701546481683612,0.03585921823748742
73,ford gran torino (sw),13.0,8,302.0,140,4294,16.0,72,US,0.8813113503409387,0.04039943202756456
74,plymouth satellite custom (sw),14.0,8,318.0,150,4077,14.0,72,US,0.8956039875939039,0.03496872834635096
75,volvo 145e (sw),18.0,4,121.0,112,2933,14.5,72,Europe,-0.592247103314189,0.8921572836538008
76,volkswagen 411 (sw),22.0,4,121.0,76,2511,18.0,72,Europe,-0.7125751519022496,0.8835813201990775
77,peugeot 504 (sw),21.0,4,120.0,87,2979,19.5,72,Europe,-0.6666474059815073,0.8919129524832009
78,renault 12 (sw),26.0,4,96.0,69,2189,18.0,72,Europe,-0.7911005375683506,0.8732465367232518
79,ford pinto (sw),22.0,4,122.0,86,2395,16.0,72,US,0.14480822352166392,0.004866583239453588
80,datsun 510 (sw),28.0,4,97.0,92,2288,17.0,72,Japan,-0.8531886952056418,-0.4959386681775263
81,toyouta corona mark ii (sw),23.0,4,120.0,97,2506,14.5,72,Japan,-0.7661202167789067,-0.48779774385268837
82,dodge colt (sw),28.0,4,98.0,80,2164,15.0,72,US,0.06940755254343435,-0.009071099578483087
83,toyota corolla 1600 (sw),27.0,4,97.0,88,2100,16.5,72,Japan,-0.8637205302849801,-0.49677105630362306
84,buick century 350,13.0,8,350.0,175,4100,13.0,73,US,0.9539509199033852,0.021386281270721976
85,amc matador,14.0,8,304.0,150,3672,11.5,73,US,0.8547612172434045,0.012489368756382464
86,chevrolet malibu,13.0,8,350.0,145,3988,13.0,73,US,0.9095587453800699,0.018911516530729103
87,ford gran torino,14.0,8,302.0,137,4042,14.5,73,US,0.8488375610175222,0.01873610693658484
88,dodge coronet custom,15.0,8,318.0,150,3777,12.5,73,US,0.8629389196229802,0.012991236206583146
89,mercury marquis brougham,12.0,8,429.0,198,4952,11.5,73,US,1.129579690157486,0.03105168132268862
90,chevrolet caprice classic,13.0,8,400.0,150,4464,12.0,73,US,1.000940206371841,0.02284659101545587
91,ford ltd,13.0,8,351.0,158,4363,13.0,73,US,0.9551768824910966,0.023087255885591445
92,plymouth fury gran sedan,14.0,8,318.0,150,4237,14.5,73,US,0.8930666491275155,0.021295341392416036
93,chrysler new yorker brougham,13.0,8,440.0,215,4735,11.0,73,US,1.1390904551787562,0.027600380216737115
94,buick electra 225 custom,12.0,8,455.0,225,4951,11.0,73,US,1.1865216519535038,0.03191114558201735
95,amc ambassador brougham,13.0,8,360.0,175,3821,11.0,73,US,0.9524094499202683,0.01655975838695347
96,plymouth valiant,18.0,6,225.0,105,3121,16.5,73,US,0.47903787919383295,0.004173922004388254
97,chevrolet nova custom,16.0,6,250.0,100,3278,18.0,73,US,0.5096012663794157,0.010659527044012705
98,amc hornet,18.0,6,232.0,100,2945,16.0,73,US,0.4682102854664996,0.0017512664960306556
99,ford maverick,18.0,6,250.0,88,3021,16.5,73,US,0.472175025415567,0.0025769471556550865
100,plymouth duster,23.0,6,198.0,95,2904,16.0,73,US,0.4004567447132045,-0.007577776809955771
101,volkswagen super beetle,26.0,4,97.0,46,1950,21.0,73,Europe,-0.86609497747219,0.8575116253390808
102,chevrolet impala,11.0,8,400.0,150,4997,14.0,73,US,1.0427465606536093,0.03354286189557598
103,ford country,12.0,8,400.0,167,4906,12.5,73,US,1.0587172541561278,0.03009988203268979
104,plymouth custom suburb,13.0,8,360.0,170,4654,13.0,73,US,0.9998050816593113,0.026467632757225027
105,oldsmobile vista cruiser,12.0,8,350.0,180,4499,12.5,73,US,1.000022489573791,0.026546551038083892
106,amc gremlin,18.0,6,232.0,100,2789,15.0,73,US,0.4619189020850099,-0.0008489324371657882
107,toyota carina,20.0,4,97.0,88,2279,19.0,73,Japan,-0.834811871525298,-0.4961266117527933
108,chevrolet vega,21.0,4,140.0,72,2401,19.5,73,US,0.11706229367851773,-0.005757251038197389
109,datsun 610,22.0,4,108.0,94,2379,16.5,73,Japan,-0.8077185594135959,-0.5010282519761301
110,maxda rx3,18.0,3,70.0,90,2124,13.5,73,Japan,-0.9024141850118197,-0.5000749805273762
111,ford pinto,19.0,4,122.0,85,2310,18.5,73,US,0.12800475679587417,-0.0038390659772447946
112,mercury capri v6,21.0,6,155.0,107,2472,14.0,73,US,0.3682995280649545,-0.010213991556905883
113,fiat 124 sport coupe,26.0,4,98.0,90,2265,15.5,73,Europe,-0.7558421106391475,0.8564163425631901
114,chevrolet monte carlo s,15.0,8,350.0,145,4082,13.0,73,US,0.9049737773114361,0.01640411834264379
115,pontiac grand prix,16.0,8,400.0,230,4278,9.5,73,US,1.078280090362781,0.01694854713372646
116,fiat 128,29.0,4,68.0,49,1867,19.5,73,Europe,-0.9025984620215967,0.8499100111292391
117,opel manta,24.0,4,116.0,75,2158,15.5,73,Europe,-0.7548616681966183,0.8582037429146364
118,audi 100ls,20.0,4,114.0,91,2582,14.0,73,Europe,-0.6716449223776204,0.868085442242877
119,volvo 144ea,19.0,4,121.0,112,2868,15.5,73,Europe,-0.6213074779576557,0.8752097694883748
120,dodge dart custom,15.0,8,318.0,150,3399,11.0,73,US,0.842238475659246,0.007724777886495044
121,saab 99le,24.0,4,121.0,110,2660,14.0,73,Europe,-0.6609299534284921,0.8629639998954008
122,toyota mark ii,20.0,6,156.0,122,2807,13.5,73,Japan,-0.5117923348270085,-0.4960272598287558
123,oldsmobile omega,11.0,8,350.0,180,3664,11.0,73,US,0.9495452154394091,0.018644030927869655
124,plymouth duster,20.0,6,198.0,95,3102,16.5,74,US,0.4187978516246164,-0.01579185380306447
125,amc hornet,19.0,6,232.0,100,2901,16.0,74,US,0.4467030850373451,-0.016117208367231056
126,chevrolet nova,15.0,6,250.0,100,3336,17.0,74,US,0.5139203301499601,-0.003962246536976081
127,datsun b210,31.0,4,79.0,67,1950,19.0,74,Japan,-0.9784688192220923,-0.5347929010571248
128,ford pinto,26.0,4,122.0,80,2451,16.5,74,US,0.09103809147946736,-0.032625746597900206
129,toyota corolla 1200,32.0,4,71.0,65,1836,21.0,74,Japan,-1.0143191128153135,-0.5354764418623241
130,chevrolet vega,25.0,4,140.0,75,2542,17.0,74,US,0.11045890269589674,-0.029628646721050686
131,chevrolet chevelle malibu classic,16.0,6,250.0,100,3781,17.0,74,US,0.5427585462463166,-0.0014400314068744534
132,amc matador,16.0,6,258.0,110,3632,18.0,74,US,0.5438388338655392,-0.0012140657775544645
133,plymouth satellite sebring,18.0,6,225.0,105,3613,16.5,74,US,0.5054241632416646,-0.006909803531976216
134,ford gran torino,16.0,8,302.0,140,4141,14.0,74,US,0.8390652665901948,0.00010582967434662599
135,buick century luxus (sw),13.0,8,350.0,150,4699,14.5,74,US,0.9501474663233699,0.011821147054645185
136,dodge coronet custom (sw),14.0,8,318.0,150,4457,13.5,74,US,0.9040882804090381,0.0065108992092855955
137,ford gran torino (sw),14.0,8,302.0,140,4638,16.0,74,US,0.8780557786490881,0.010460560574393365
138,amc matador (sw),14.0,8,304.0,150,4257,15.5,74,US,0.8647793620297891,0.006768724246721747
139,audi fox,29.0,4,98.0,83,2219,16.5,74,Europe,-0.8036678724981087,0.8359203762048029
140,volkswagen dasher,26.0,4,79.0,67,1963,15.5,74,Europe,-0.8349526918312332,0.836601565820141
141,opel manta,26.0,4,97.0,78,2300,14.5,74,Europe,-0.7743895010758146,0.8393058063393547
142,toyota corona,31.0,4,76.0,52,1649,16.5,74,Japan,-1.0075898106291186,-0.5411733726184175
143,datsun 710,32.0,4,83.0,61,2003,19.0,74,Japan,-0.9840343082883579,-0.536247797336752
144,dodge colt,28.0,4,90.0,75,2125,14.5,74,US,0.032411854721338236,-0.04178807791429761
145,fiat 128,24.0,4,90.0,75,2108,15.5,74,Europe,-0.7928657341674167,0.8418198718981859
146,fiat 124 tc,26.0,4,116.0,75,2246,14.0,74,Europe,-0.7631469369240709,0.838207694269854
147,honda civic,24.0,4,120.0,97,2489,15.0,74,Japan,-0.8005677283311818,-0.5206014061518225
148,subaru,26.0,4,108.0,93,2391,15.5,74,Japan,-0.8380288546041841,-0.5246315035133415
149,fiat x1.9,31.0,4,79.0,67,2000,16.0,74,Europe,-0.8648575440207794,0.8290146966359635
150,plymouth valiant custom,19.0,6,225.0,95,3264,16.0,75,US,0.45113856271755015,-0.02870270915166472
151,chevrolet nova,18.0,6,250.0,105,3459,16.0,75,US,0.5053872929378471,-0.0245303787738701
152,mercury monarch,15.0,6,250.0,72,3432,21.0,75,US,0.45243362667880577,-0.015640191961524823
153,ford maverick,15.0,6,250.0,72,3158,19.5,75,US,0.4398678380255991,-0.019919979228067673
154,pontiac catalina,16.0,8,400.0,170,4668,11.5,75,US,1.0015065096192162,-0.011438320730651687
155,chevrolet bel air,15.0,8,350.0,145,4440,14.0,75,US,0.9028713782805827,-0.010582141141815491
156,plymouth grand fury,16.0,8,318.0,150,4498,14.5,75,US,0.8773502742631885,-0.011130567971729649
157,ford ltd,14.0,8,351.0,148,4657,13.5,75,US,0.9331778601986824,-0.007236612445608599
158,buick century,17.0,6,231.0,110,3907,21.0,75,US,0.5067090336877195,-0.012859690872268275
159,chevroelt chevelle malibu,16.0,6,250.0,105,3897,18.5,75,US,0.5368076526726557,-0.014175297775837627
160,amc matador,15.0,6,258.0,110,3730,19.0,75,US,0.539465412048452,-0.013215965786038177
161,plymouth fury,18.0,6,225.0,95,3785,19.0,75,US,0.4801269808487662,-0.018699691091162374
162,buick skyhawk,21.0,6,231.0,110,3039,15.0,75,US,0.4504046565185988,-0.034614147447862065
163,chevrolet monza 2+2,20.0,8,262.0,110,3221,13.5,75,US,0.6646161622551889,-0.03338772566788153
164,ford mustang ii,13.0,8,302.0,129,3169,12.0,75,US,0.7676030155035075,-0.02252658272147874
165,toyota corolla,29.0,4,97.0,75,2171,16.0,75,Japan,-0.9188803243467574,-0.5479230241209712
166,ford pinto,23.0,4,140.0,83,2639,17.0,75,US,0.12738839218130413,-0.04068404221478376
167,amc gremlin,20.0,6,232.0,100,2914,16.0,75,US,0.4296543014610759,-0.033444911595376735
168,pontiac astro,23.0,4,140.0,78,2592,18.5,75,US,0.1089076249311101,-0.03968501908941134
169,toyota corona,24.0,4,134.0,96,2702,13.5,75,Japan,-0.7764818967116138,-0.5359743129255967
170,volkswagen dasher,25.0,4,90.0,71,2223,16.5,75,Europe,-0.8125978012293876,0.826391764844713
171,datsun 710,24.0,4,119.0,97,2545,17.0,75,Japan,-0.8209516322921068,-0.533587255296741
172,ford pinto,18.0,6,171.0,97,2984,14.5,75,US,0.4007630576775703,-0.031573976846349924
173,volkswagen rabbit,29.0,4,90.0,70,1937,14.0,75,Europe,-0.8452542202236396,0.814032471318277
174,amc pacer,19.0,6,232.0,90,3211,17.0,75,US,0.44106586387525365,-0.028278147865453886
175,audi 100ls,23.0,4,115.0,95,2694,15.0,75,Europe,-0.7052981630668943,0.8338609031456699
176,peugeot 504,23.0,4,120.0,88,2957,17.0,75,Europe,-0.7006320975853642,0.8382973131043521
177,volvo 244dl,22.0,4,121.0,98,2945,14.5,75,Europe,-0.6681022205671882,0.8375593957123911
178,saab 99le,25.0,4,121.0,115,2671,13.5,75,Europe,-0.6813381364736862,0.829541153435628
179,honda civic cvcc,33.0,4,91.0,53,1795,17.5,75,Japan,-1.0122370556283553,-0.5576804133257799
180,fiat 131,28.0,4,107.0,86,2464,15.5,76,Europe,-0.7856416908169819,0.8075172110706063
181,opel 1900,25.0,4,116.0,81,2220,16.9,76,Europe,-0.7934200477511527,0.8116887448301726
182,capri ii,25.0,4,140.0,92,2572,14.9,76,US,0.12121525102714381,-0.06239906685601285
183,dodge colt,26.0,4,98.0,79,2255,17.7,76,US,0.022928904170724653,-0.06483687361548643
184,renault 12tl,27.0,4,101.0,83,2202,15.3,76,Europe,-0.807623164858526,0.8063294214434577
185,chevrolet chevelle malibu classic,17.5,8,305.0,140,4215,13.0,76,US,0.8201551489877724,-0.03434634423822236
186,dodge coronet brougham,16.0,8,318.0,150,4190,13.0,76,US,0.8500281860680294,-0.03148435937237533
187,amc matador,15.5,8,304.0,120,3962,13.9,76,US,0.7823834124742179,-0.03328678478669133
188,ford gran torino,14.5,8,351.0,152,4215,12.8,76,US,0.8924126441267245,-0.02862704413538071
189,plymouth valiant,22.0,6,225.0,100,3233,15.4,76,US,0.42819573838497393,-0.05028379658438769
190,chevrolet nova,22.0,6,250.0,105,3353,14.5,76,US,0.4699903183587619,-0.04976614544732462
191,ford maverick,24.0,6,200.0,81,3012,17.6,76,US,0.34225176981064415,-0.054361628835636965
192,amc hornet,22.5,6,232.0,90,3085,17.6,76,US,0.3946766346246279,-0.050501455775001654
193,chevrolet chevette,29.0,4,85.0,52,2035,22.2,76,US,-0.08184962547501992,-0.06833200432167601
194,chevrolet woody,24.5,4,98.0,60,2164,22.1,76,US,-0.023809265440152647,-0.0591163574109275
195,vw rabbit,29.0,4,90.0,70,1937,14.2,76,Europe,-0.8585332331386262,0.7985050711914858
196,honda civic,33.0,4,91.0,53,1795,17.4,76,Japan,-1.0237428886680513,-0.5735438711584345
197,dodge aspen se,20.0,6,225.0,100,3651,17.7,76,US,0.4592338612461568,-0.04034249849030492
198,ford granada ghia,18.0,6,250.0,78,3574,21.0,76,US,0.4406638547165727,-0.03486080143673148
199,pontiac ventura sj,18.5,6,250.0,110,3645,16.2,76,US,0.5096110663445008,-0.038907588941001804
200,amc pacer d/l,17.5,6,258.0,95,3193,17.8,76,US,0.45972056424874264,-0.04036136748068208
201,volkswagen rabbit,29.5,4,97.0,71,1825,12.2,76,Europe,-0.8513469917066118,0.7944419492669911
202,datsun b-210,32.0,4,85.0,70,1990,17.0,76,Japan,-0.9850421724657321,-0.5696785750114954
203,toyota corolla,28.0,4,97.0,75,2155,16.4,76,Japan,-0.928624220119034,-0.5616785828114144
204,ford pinto,26.5,4,140.0,72,2565,13.6,76,US,0.0956439042077319,-0.06741258917720898
205,volvo 245,20.0,4,130.0,102,3150,15.7,76,Europe,-0.6469547301791931,0.8287392751947213
206,plymouth volare premier v8,13.0,8,318.0,150,3940,13.2,76,US,0.8471977737459699,-0.02853333078156037
207,peugeot 504,19.0,4,120.0,88,3270,21.9,76,Europe,-0.6933338548076262,0.8378027114682816
208,toyota mark ii,19.0,6,156.0,108,2930,15.5,76,Japan,-0.5609428586016194,-0.5388336888968228
209,mercedes-benz 280s,16.5,6,168.0,120,3820,16.7,76,Europe,-0.36712646993475134,0.8425348135275541
210,cadillac seville,16.5,8,350.0,180,4380,12.1,76,US,0.9299288762959262,-0.029933014379867222
211,chevy c10,13.0,8,350.0,145,4055,12.0,76,US,0.8844192612181213,-0.02882734776244712
212,ford f108,13.0,8,302.0,130,3870,15.0,76,US,0.793792755142233,-0.0282198286733451
213,dodge d100,13.0,8,318.0,150,3755,14.0,76,US,0.8279989937665321,-0.02939231290796785
214,honda accord cvcc,31.5,4,98.0,68,2045,18.5,77,Japan,-0.9900959336887061,-0.5823932393579121
215,buick opel isuzu deluxe,30.0,4,111.0,80,2155,14.8,77,US,0.008461942428256125,-0.09145787738803117
216,renault 5 gtl,36.0,4,79.0,58,1825,18.6,77,Europe,-0.9707370492598686,0.7740909658330349
217,plymouth arrow gs,25.5,4,122.0,96,2300,15.5,77,US,0.07083509367871658,-0.08082985480496606
218,datsun f-10 hatchback,33.5,4,85.0,70,1945,16.8,77,Japan,-1.0084298320635303,-0.5886303748232373
219,chevrolet caprice classic,17.5,8,305.0,145,3880,12.5,77,US,0.7907492089572542,-0.05360073228552819
220,oldsmobile cutlass supreme,17.0,8,260.0,110,4060,19.0,77,US,0.6897529917669326,-0.04568312973783645
221,dodge monaco brougham,15.5,8,318.0,145,4140,13.7,77,US,0.8269287132145573,-0.046311591135442906
222,mercury cougar brougham,15.0,8,302.0,130,4295,14.9,77,US,0.8035920589164487,-0.043450414321744034
223,chevrolet concours,17.5,6,250.0,110,3520,16.4,77,US,0.4925235459809352,-0.053921293263909334
224,buick skylark,20.5,6,231.0,105,3425,16.9,77,US,0.44221854919843506,-0.0597121583372872
225,plymouth volare custom,19.0,6,225.0,100,3630,17.7,77,US,0.4514631161099791,-0.05459357023024293
226,ford granada,18.5,6,250.0,98,3525,19.0,77,US,0.45732564316877555,-0.053225833915792546
227,pontiac grand prix lj,16.0,8,400.0,180,4220,11.1,77,US,0.9565126301819946,-0.04716881820308395
228,chevrolet monte carlo landau,15.5,8,350.0,170,4165,11.4,77,US,0.8992440311688469,-0.047279473741581445
229,chrysler cordoba,15.5,8,400.0,190,4325,12.2,77,US,0.9730854638674915,-0.043619917112434965
230,ford thunderbird,16.0,8,351.0,149,4335,14.5,77,US,0.8671376111906042,-0.044026306492627044
231,volkswagen rabbit custom,29.0,4,97.0,78,1940,14.5,77,Europe,-0.8567447697748194,0.7835372952091048
232,pontiac sunbird coupe,24.5,4,151.0,88,2740,16.0,77,US,0.12329687212258535,-0.07459605782273537
233,toyota corolla liftback,26.0,4,97.0,75,2265,18.2,77,Japan,-0.9308187850373122,-0.5709708837650989
234,ford mustang ii 2+2,25.5,4,140.0,89,2755,15.8,77,US,0.1115651441404547,-0.0763971896179619
235,chevrolet chevette,30.5,4,98.0,63,2051,17.0,77,US,-0.046849873726679835,-0.09170920454005936
236,dodge colt m/m,33.5,4,98.0,83,2075,15.9,77,US,-0.03262263584684582,-0.09687105440352693
237,subaru dl,30.0,4,97.0,67,1985,16.4,77,Japan,-0.9754573978859679,-0.5828186316942306
238,volkswagen dasher,30.5,4,97.0,78,2190,14.1,77,Europe,-0.8437791537979611,0.7829116259164218
239,datsun 810,22.0,6,146.0,97,2815,14.5,77,Japan,-0.6155554638275934,-0.5624737477120776
240,bmw 320i,21.5,4,121.0,110,2600,12.8,77,Europe,-0.6919960700613956,0.8022937776635359
241,mazda rx-4,21.5,3,80.0,110,2720,13.5,77,Japan,-0.8928598276297391,-0.5623726849863248
242,volkswagen rabbit custom diesel,43.1,4,90.0,48,1985,21.5,78,Europe,-1.0324088963705713,0.7506350354507387
243,ford fiesta,36.1,4,98.0,66,1800,14.4,78,US,-0.09307355383153247,-0.12213096797228769
244,mazda glc deluxe,32.8,4,78.0,52,1985,19.4,78,Japan,-1.0558886062063464,-0.6007899806927908
245,datsun b210 gx,39.4,4,85.0,70,2070,18.6,78,Japan,-1.0566040370754193,-0.6112071957004188
246,honda civic cvcc,36.1,4,91.0,60,1800,16.4,78,Japan,-1.0518239444249142,-0.611058747606643
247,oldsmobile cutlass salon brougham,19.9,8,260.0,110,3365,15.5,78,US,0.6266725036177904,-0.07687769631619609
248,dodge diplomat,19.4,8,318.0,140,3735,13.2,78,US,0.7568922478665001,-0.07332925086923087
249,mercury monarch ghia,20.2,8,302.0,139,3570,12.8,78,US,0.7268516673810272,-0.07684674606089056
250,pontiac phoenix lj,19.2,6,231.0,105,3535,19.2,78,US,0.4328905787436346,-0.06963408207326278
251,chevrolet malibu,20.5,6,200.0,95,3155,18.2,78,US,0.3632154662027193,-0.07722809836692213
252,ford fairmont (auto),20.2,6,200.0,85,2965,15.8,78,US,0.3524528736108158,-0.0816799845481756
253,ford fairmont (man),25.1,4,140.0,88,2720,15.4,78,US,0.10029462970626239,-0.09229599170699969
254,plymouth volare,20.5,6,225.0,100,3430,17.2,78,US,0.41772487126120467,-0.07535194710649779
255,amc concord,19.4,6,232.0,90,3210,17.2,78,US,0.4011273581277069,-0.0759977518136365
256,buick century special,20.6,6,231.0,105,3380,15.8,78,US,0.4325066407152512,-0.07729269334915954
257,mercury zephyr,20.8,6,200.0,85,3070,16.7,78,US,0.35176497363982073,-0.08069541226285402
258,dodge aspen,18.6,6,225.0,110,3620,18.7,78,US,0.4469381929612895,-0.06816911731539704
259,amc concord d/l,18.1,6,258.0,120,3410,15.1,78,US,0.4945705818921984,-0.07267296610598063
260,chevrolet monte carlo landau,19.2,8,305.0,145,3425,13.2,78,US,0.7287789510302283,-0.0757740395663428
261,buick regal sport coupe (turbo),17.7,6,231.0,165,3445,13.4,78,US,0.5403490875065232,-0.07161125807523817
