,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,pca1,pca2
95,amc ambassador brougham,13.0,8,360.0,175,3821,11.0,73,US,0.9877400656502859,-0.030743865195599882
96,plymouth valiant,18.0,6,225.0,105,3121,16.5,73,US,0.4458905963122931,0.16221971367994656
97,chevrolet nova custom,16.0,6,250.0,100,3278,18.0,73,US,0.4883156187879154,-0.22578437580408495
98,amc hornet,18.0,6,232.0,100,2945,16.0,73,US,0.6046726964219801,0.02369416744318746
99,ford maverick,18.0,6,250.0,88,3021,16.5,73,US,0.5918387817074328,-0.13990954838313902
100,plymouth duster,23.0,6,198.0,95,2904,16.0,73,US,0.4900014505315474,-0.002550529473545113
101,volkswagen super beetle,26.0,4,97.0,46,1950,21.0,73,Europe,-0.866749464812229,0.8780588314831134
102,chevrolet impala,11.0,8,400.0,150,4997,14.0,73,US,1.1442478576239392,-0.1040893769489556
103,ford country,12.0,8,400.0,167,4906,12.5,73,US,0.9754775181455826,-0.10970073268158224
104,plymouth custom suburb,13.0,8,360.0,170,4654,13.0,73,US,0.9835932279056975,-0.15000961801019302
105,oldsmobile vista cruiser,12.0,8,350.0,180,4499,12.5,73,US,0.9070912440538688,-0.1275705415266663
106,amc gremlin,18.0,6,232.0,100,2789,15.0,73,US,0.39907240873857036,0.1196094149160565
107,toyota carina,20.0,4,97.0,88,2279,19.0,73,Japan,-0.7366912430059434,-0.36113322218211374
108,chevrolet vega,21.0,4,140.0,72,2401,19.5,73,US,0.15049889963688118,0.15396287662671373
109,datsun 610,22.0,4,108.0,94,2379,16.5,73,Japan,-0.9008133817519998,-0.27134876163319943
110,maxda rx3,18.0,3,70.0,90,2124,13.5,73,Japan,-0.9115834590230638,-0.32765656262399273
111,ford pinto,19.0,4,122.0,85,2310,18.5,73,US,-0.0020239659843637736,-0.0720167403435535
112,mercury capri v6,21.0,6,155.0,107,2472,14.0,73,US,0.5171898340475748,-0.21652164282154548
113,fiat 124 sport coupe,26.0,4,98.0,90,2265,15.5,73,Europe,-0.6269408212369066,0.7047575207324799
114,chevrolet monte carlo s,15.0,8,350.0,145,4082,13.0,73,US,0.9809846111954881,0.04654881713477528
115,pontiac grand prix,16.0,8,400.0,230,4278,9.5,73,US,1.006112325902688,0.04152979515507734
116,fiat 128,29.0,4,68.0,49,1867,19.5,73,Europe,-0.9371558783412591,0.9389996193622915
117,opel manta,24.0,4,116.0,75,2158,15.5,73,Europe,-0.8900770583807976,1.0325284187239374
118,audi 100ls,20.0,4,114.0,91,2582,14.0,73,Europe,-0.6131691755519048,1.1110164628909294
119,volvo 144ea,19.0,4,121.0,112,2868,15.5,73,Europe,-0.726394757588626,0.741233093831883
120,dodge dart custom,15.0,8,318.0,150,3399,11.0,73,US,0.8789414688160686,0.11626801836429684
121,saab 99le,24.0,4,121.0,110,2660,14.0,73,Europe,-0.586929887486904,0.7093280870152436
122,toyota mark ii,20.0,6,156.0,122,2807,13.5,73,Japan,-0.541969625270445,-0.3371239828823715
123,oldsmobile omega,11.0,8,350.0,180,3664,11.0,73,US,0.9556058776506087,0.11660914520957721
124,plymouth duster,20.0,6,198.0,95,3102,16.5,74,US,0.4842637394609759,0.012701435196337488
125,amc hornet,19.0,6,232.0,100,2901,16.0,74,US,0.46498235947025257,0.15907823927023101
126,chevrolet nova,15.0,6,250.0,100,3336,17.0,74,US,0.39951291195380634,0.01324092728176577
127,datsun b210,31.0,4,79.0,67,1950,19.0,74,Japan,-1.1134157630924952,-0.7215470885352951
128,ford pinto,26.0,4,122.0,80,2451,16.5,74,US,0.17731028336153742,-0.08939879774663302
129,toyota corolla 1200,32.0,4,71.0,65,1836,21.0,74,Japan,-1.06323463761948,-0.44970107517827534
130,chevrolet vega,25.0,4,140.0,75,2542,17.0,74,US,0.09605766278131686,0.15952730256215486
131,chevrolet chevelle malibu classic,16.0,6,250.0,100,3781,17.0,74,US,0.502677464544702,-0.020347212505691395
132,amc matador,16.0,6,258.0,110,3632,18.0,74,US,0.5116014048486173,0.02192867348295116
133,plymouth satellite sebring,18.0,6,225.0,105,3613,16.5,74,US,0.5191553108408076,-0.024519704663854065
134,ford gran torino,16.0,8,302.0,140,4141,14.0,74,US,0.7672500278819564,-0.21124839131270348
135,buick century luxus (sw),13.0,8,350.0,150,4699,14.5,74,US,1.0850012060789833,-0.12118806344624843
136,dodge coronet custom (sw),14.0,8,318.0,150,4457,13.5,74,US,1.0499052358029675,-0.19035813560886408
137,ford gran torino (sw),14.0,8,302.0,140,4638,16.0,74,US,0.9165131418290327,-0.12175238467872168
138,amc matador (sw),14.0,8,304.0,150,4257,15.5,74,US,0.9369733270208029,0.17015058922059031
139,audi fox,29.0,4,98.0,83,2219,16.5,74,Europe,-0.8832626595861668,0.8901014377526484
140,volkswagen dasher,26.0,4,79.0,67,1963,15.5,74,Europe,-0.9405713833849635,1.0417126681685258
141,opel manta,26.0,4,97.0,78,2300,14.5,74,Europe,-0.759789955037878,1.0263764520905392
142,toyota corona,31.0,4,76.0,52,1649,16.5,74,Japan,-1.1131450403254828,-0.7167555279233224
143,datsun 710,32.0,4,83.0,61,2003,19.0,74,Japan,-0.9184038099096414,-0.2965304410766866
144,dodge colt,28.0,4,90.0,75,2125,14.5,74,US,-0.00902776573337221,-0.26682974190172654
145,fiat 128,24.0,4,90.0,75,2108,15.5,74,Europe,-0.7959471628706895,0.8744947895782689
146,fiat 124 tc,26.0,4,116.0,75,2246,14.0,74,Europe,-0.6133365408289104,0.8752541387071437
147,honda civic,24.0,4,120.0,97,2489,15.0,74,Japan,-0.8843316107933463,-0.7136763336680885
148,subaru,26.0,4,108.0,93,2391,15.5,74,Japan,-0.8061061025919545,-0.5388919883332
149,fiat x1.9,31.0,4,79.0,67,2000,16.0,74,Europe,-0.829767624990607,0.8280150634536514
150,plymouth valiant custom,19.0,6,225.0,95,3264,16.0,75,US,0.4751809630138304,0.14794358545965774
151,chevrolet nova,18.0,6,250.0,105,3459,16.0,75,US,0.43372125419691454,-0.16510976368889985
152,mercury monarch,15.0,6,250.0,72,3432,21.0,75,US,0.5254986693388513,-0.25432782146090355
153,ford maverick,15.0,6,250.0,72,3158,19.5,75,US,0.4861276959602044,-0.14247327154243913
154,pontiac catalina,16.0,8,400.0,170,4668,11.5,75,US,1.0081407281339763,0.15808531662391115
155,chevrolet bel air,15.0,8,350.0,145,4440,14.0,75,US,1.015271467619735,0.0648441175136745
156,plymouth grand fury,16.0,8,318.0,150,4498,14.5,75,US,0.9586496040095805,0.19001278516881756
157,ford ltd,14.0,8,351.0,148,4657,13.5,75,US,0.9986744248097421,-0.045565311564651156
158,buick century,17.0,6,231.0,110,3907,21.0,75,US,0.5095543212523871,0.2162876815743813
159,chevroelt chevelle malibu,16.0,6,250.0,105,3897,18.5,75,US,0.4287302099450754,-0.08100114740729422
160,amc matador,15.0,6,258.0,110,3730,19.0,75,US,0.4590018438244552,0.14781023828731468
161,plymouth fury,18.0,6,225.0,95,3785,19.0,75,US,0.5455819593719253,-0.08183677238853254
162,buick skyhawk,21.0,6,231.0,110,3039,15.0,75,US,0.3370747594498241,-0.2161629280720036
163,chevrolet monza 2+2,20.0,8,262.0,110,3221,13.5,75,US,0.5718337481971695,-0.1395386552729335
164,ford mustang ii,13.0,8,302.0,129,3169,12.0,75,US,0.7085727873949936,-0.11266198126417254
165,toyota corolla,29.0,4,97.0,75,2171,16.0,75,Japan,-0.9595796909180645,-0.5952131776773248
166,ford pinto,23.0,4,140.0,83,2639,17.0,75,US,0.21502460013386374,-0.19361754767961412
167,amc gremlin,20.0,6,232.0,100,2914,16.0,75,US,0.33434516045797813,-0.06324611494276215
168,pontiac astro,23.0,4,140.0,78,2592,18.5,75,US,0.25482152766187094,0.10231641449632345
169,toyota corona,24.0,4,134.0,96,2702,13.5,75,Japan,-0.6613467538122639,-0.7727951014940471
170,volkswagen dasher,25.0,4,90.0,71,2223,16.5,75,Europe,-0.7832140405697562,0.7620860053904615
171,datsun 710,24.0,4,119.0,97,2545,17.0,75,Japan,-0.7730766400592995,-0.6006978268573577
172,ford pinto,18.0,6,171.0,97,2984,14.5,75,US,0.5441574168299624,-0.012096833630348691
173,volkswagen rabbit,29.0,4,90.0,70,1937,14.0,75,Europe,-0.9584759645495412,1.0536803699604127
174,amc pacer,19.0,6,232.0,90,3211,17.0,75,US,0.5265160675284397,0.10082183605911951
175,audi 100ls,23.0,4,115.0,95,2694,15.0,75,Europe,-0.7037291346620519,0.6807037711960113
176,peugeot 504,23.0,4,120.0,88,2957,17.0,75,Europe,-0.6204241239187395,0.7582146933550733
177,volvo 244dl,22.0,4,121.0,98,2945,14.5,75,Europe,-0.567747194767163,0.6057495362280498
178,saab 99le,25.0,4,121.0,115,2671,13.5,75,Europe,-0.7813814105221122,0.9131267528102276
179,honda civic cvcc,33.0,4,91.0,53,1795,17.5,75,Japan,-0.8696901664102399,-0.5683420728520421
180,fiat 131,28.0,4,107.0,86,2464,15.5,76,Europe,-0.7307011733607007,0.9641308770171243
181,opel 1900,25.0,4,116.0,81,2220,16.9,76,Europe,-0.9420240596352576,0.7139694543512323
182,capri ii,25.0,4,140.0,92,2572,14.9,76,US,0.2606941501286494,-0.2139047402496149
183,dodge colt,26.0,4,98.0,79,2255,17.7,76,US,0.058038228417593006,-0.23636654863886283
184,renault 12tl,27.0,4,101.0,83,2202,15.3,76,Europe,-0.9575020398009841,0.5968853114322568
185,chevrolet chevelle malibu classic,17.5,8,305.0,140,4215,13.0,76,US,0.7691108755968427,-0.06697252806496505
186,dodge coronet brougham,16.0,8,318.0,150,4190,13.0,76,US,0.8237688185389388,-0.08307922190330691
187,amc matador,15.5,8,304.0,120,3962,13.9,76,US,0.7464129265669842,-0.2649937339879565
188,ford gran torino,14.5,8,351.0,152,4215,12.8,76,US,0.7813912910523549,-0.20205777227956284
189,plymouth valiant,22.0,6,225.0,100,3233,15.4,76,US,0.5335501789118138,0.16062230236142652
190,chevrolet nova,22.0,6,250.0,105,3353,14.5,76,US,0.575987886126929,-0.1725549903469547
191,ford maverick,24.0,6,200.0,81,3012,17.6,76,US,0.450365019701528,0.15047808567700716
192,amc hornet,22.5,6,232.0,90,3085,17.6,76,US,0.35800937092928886,0.09544468028137609
193,chevrolet chevette,29.0,4,85.0,52,2035,22.2,76,US,-0.016544442327755274,-0.2399097511792163
194,chevrolet woody,24.5,4,98.0,60,2164,22.1,76,US,-0.013848798366212032,-0.291173474405995
195,vw rabbit,29.0,4,90.0,70,1937,14.2,76,Europe,-0.9550018341340781,0.8179995637929826
196,honda civic,33.0,4,91.0,53,1795,17.4,76,Japan,-1.0886628671579952,-0.5970079237563556
197,dodge aspen se,20.0,6,225.0,100,3651,17.7,76,US,0.47840285647983216,0.059846507722228146
198,ford granada ghia,18.0,6,250.0,78,3574,21.0,76,US,0.45591568210416406,-0.05673789800576463
199,pontiac ventura sj,18.5,6,250.0,110,3645,16.2,76,US,0.4277111575840289,-0.27836430274548846
200,amc pacer d/l,17.5,6,258.0,95,3193,17.8,76,US,0.37566886041839503,-0.030403943084926395
201,volkswagen rabbit,29.5,4,97.0,71,1825,12.2,76,Europe,-0.7308558785277686,0.7313120686716017
202,datsun b-210,32.0,4,85.0,70,1990,17.0,76,Japan,-1.124693920420647,-0.6787064519859614
203,toyota corolla,28.0,4,97.0,75,2155,16.4,76,Japan,-0.9939064478327423,-0.39302295325711684
204,ford pinto,26.5,4,140.0,72,2565,13.6,76,US,0.11223374563691216,0.12360423161185397
205,volvo 245,20.0,4,130.0,102,3150,15.7,76,Europe,-0.6129944213148897,1.0321365096130681
206,plymouth volare premier v8,13.0,8,318.0,150,3940,13.2,76,US,0.8983208475950188,0.12993477079322185
207,peugeot 504,19.0,4,120.0,88,3270,21.9,76,Europe,-0.7960344159491156,1.0562500051594177
208,toyota mark ii,19.0,6,156.0,108,2930,15.5,76,Japan,-0.5760089959505539,-0.7299436871235697
209,mercedes-benz 280s,16.5,6,168.0,120,3820,16.7,76,Europe,-0.3940461221638715,0.993226380541962
210,cadillac seville,16.5,8,350.0,180,4380,12.1,76,US,0.8098423298101178,-0.27490163173571713
211,chevy c10,13.0,8,350.0,145,4055,12.0,76,US,0.9148448158963971,-0.06190659459888014
212,ford f108,13.0,8,302.0,130,3870,15.0,76,US,0.7764421183110459,-0.16296412541989885
213,dodge d100,13.0,8,318.0,150,3755,14.0,76,US,0.7062694965738643,0.14015878365940249
214,honda accord cvcc,31.5,4,98.0,68,2045,18.5,77,Japan,-1.0955050263835135,-0.5982113328735609
215,buick opel isuzu deluxe,30.0,4,111.0,80,2155,14.8,77,US,0.11793010457646701,-0.02482845295471453
216,renault 5 gtl,36.0,4,79.0,58,1825,18.6,77,Europe,-1.1022457372174213,0.914433269740049
217,plymouth arrow gs,25.5,4,122.0,96,2300,15.5,77,US,0.11696161574676864,-0.034948407568816925
218,datsun f-10 hatchback,33.5,4,85.0,70,1945,16.8,77,Japan,-1.0262207300609798,-0.4422603459384594
219,chevrolet caprice classic,17.5,8,305.0,145,3880,12.5,77,US,0.8479218866811139,-0.28831622663883066
220,oldsmobile cutlass supreme,17.0,8,260.0,110,4060,19.0,77,US,0.6982473321203873,0.09404620335387437
221,dodge monaco brougham,15.5,8,318.0,145,4140,13.7,77,US,0.9028503771623223,-0.04697649338653901
222,mercury cougar brougham,15.0,8,302.0,130,4295,14.9,77,US,0.7231722761274165,-0.03218403676074372
223,chevrolet concours,17.5,6,250.0,110,3520,16.4,77,US,0.6274767554204944,-0.2583002733208626
224,buick skylark,20.5,6,231.0,105,3425,16.9,77,US,0.2981774609126113,0.1363023084296711
225,plymouth volare custom,19.0,6,225.0,100,3630,17.7,77,US,0.3187935200002436,-0.060740061516265646
226,ford granada,18.5,6,250.0,98,3525,19.0,77,US,0.46162453977515805,0.18028044708203828
227,pontiac grand prix lj,16.0,8,400.0,180,4220,11.1,77,US,0.924617621742282,0.1881080036852208
228,chevrolet monte carlo landau,15.5,8,350.0,170,4165,11.4,77,US,0.832245719789163,-0.07842119678866558
229,chrysler cordoba,15.5,8,400.0,190,4325,12.2,77,US,1.0551754431339564,0.18306317545298442
230,ford thunderbird,16.0,8,351.0,149,4335,14.5,77,US,0.7342766666135827,-0.10017420590657966
231,volkswagen rabbit custom,29.0,4,97.0,78,1940,14.5,77,Europe,-0.7574116337408203,0.726596979550061
232,pontiac sunbird coupe,24.5,4,151.0,88,2740,16.0,77,US,0.147435578598483,-0.11454915911869816
233,toyota corolla liftback,26.0,4,97.0,75,2265,18.2,77,Japan,-1.058245109643021,-0.3303632996779289
234,ford mustang ii 2+2,25.5,4,140.0,89,2755,15.8,77,US,0.1059384028730503,0.16295393031400723
235,chevrolet chevette,30.5,4,98.0,63,2051,17.0,77,US,0.0670500203863855,0.05792241376964982
236,dodge colt m/m,33.5,4,98.0,83,2075,15.9,77,US,-0.14445127934737526,0.12581271611347727
237,subaru dl,30.0,4,97.0,67,1985,16.4,77,Japan,-0.9841195596702836,-0.7364001165257895
238,volkswagen dasher,30.5,4,97.0,78,2190,14.1,77,Europe,-0.7809231909935864,0.8400835065585097
239,datsun 810,22.0,6,146.0,97,2815,14.5,77,Japan,-0.5530520904822888,-0.36526819638086655
240,bmw 320i,21.5,4,121.0,110,2600,12.8,77,Europe,-0.6684307517038472,0.9310826134799755
241,mazda rx-4,21.5,3,80.0,110,2720,13.5,77,Japan,-0.9746910136004716,-0.7070078084095972
242,volkswagen rabbit custom diesel,43.1,4,90.0,48,1985,21.5,78,Europe,-1.0538441871858084,0.6857881660005074
243,ford fiesta,36.1,4,98.0,66,1800,14.4,78,US,-0.10395676773814663,-0.36884321514690127
244,mazda glc deluxe,32.8,4,78.0,52,1985,19.4,78,Japan,-1.1781820916367611,-0.7728482397991927
245,datsun b210 gx,39.4,4,85.0,70,2070,18.6,78,Japan,-0.9912148948974022,-0.390627402710974
246,honda civic cvcc,36.1,4,91.0,60,1800,16.4,78,Japan,-0.9681527355046108,-0.40506859714716115
247,oldsmobile cutlass salon brougham,19.9,8,260.0,110,3365,15.5,78,US,0.5923593608671737,-0.11502470584451213
248,dodge diplomat,19.4,8,318.0,140,3735,13.2,78,US,0.8534592050222826,-0.023158790824799547
249,mercury monarch ghia,20.2,8,302.0,139,3570,12.8,78,US,0.8103392925698345,-0.008361607629803397
250,pontiac phoenix lj,19.2,6,231.0,105,3535,19.2,78,US,0.40828116199379294,-0.028137596735270012
251,chevrolet malibu,20.5,6,200.0,95,3155,18.2,78,US,0.26890158070684395,-0.25717631590721496
252,ford fairmont (auto),20.2,6,200.0,85,2965,15.8,78,US,0.3171696941229192,-0.246671610269
253,ford fairmont (man),25.1,4,140.0,88,2720,15.4,78,US,0.1688634639949885,-0.19838778851094463
254,plymouth volare,20.5,6,225.0,100,3430,17.2,78,US,0.4788300072853359,-0.19223932580111508
255,amc concord,19.4,6,232.0,90,3210,17.2,78,US,0.3752498408416861,-0.10148040988693505
256,buick century special,20.6,6,231.0,105,3380,15.8,78,US,0.3086891236440753,0.03511613548000653
257,mercury zephyr,20.8,6,200.0,85,3070,16.7,78,US,0.25022453716949733,0.03462446334123616
258,dodge aspen,18.6,6,225.0,110,3620,18.7,78,US,0.5911084652081652,-0.20841363952966827
259,amc concord d/l,18.1,6,258.0,120,3410,15.1,78,US,0.6113852636742678,0.10672191191134718
260,chevrolet monte carlo landau,19.2,8,305.0,145,3425,13.2,78,US,0.7439581124635943,-0.17568751625059414
261,buick regal sport coupe (turbo),17.7,6,231.0,165,3445,13.4,78,US,0.5160272788982743,0.009620760886602034
262,ford futura,18.1,8,302.0,139,3205,11.2,78,US,0.7132439409921949,0.13102730182714126
