,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,pca1,pca2
40,plymouth fury iii,14.0,8,318.0,150,4096,13.0,71,US,0.863218404813768,0.169789678612799
41,dodge monaco (sw),12.0,8,383.0,180,4955,11.5,71,US,1.1206975283248177,0.0941591268349771
42,ford country squire (sw),13.0,8,400.0,170,4746,12.0,71,US,1.085979704676528,0.09749996309817507
43,pontiac safari (sw),13.0,8,400.0,175,5140,12.0,71,US,1.1385256525554175,0.07509086444906664
44,amc hornet sportabout (sw),18.0,6,258.0,110,2962,13.5,71,US,0.32986073687905054,0.3511917226653464
45,chevrolet vega (sw),22.0,4,140.0,72,2408,19.0,71,US,-0.25317166816624465,0.5240947439296403
46,pontiac firebird,19.0,6,250.0,100,3282,15.0,71,US,0.31426383633895166,0.33678763057525246
47,ford mustang,18.0,6,250.0,88,3139,14.5,71,US,0.29004281335952814,0.3512554725709419
48,mercury capri 2000,23.0,4,122.0,86,2220,14.0,71,US,-0.2288962308322478,0.5367830217124377
49,opel 1900,28.0,4,116.0,90,2123,14.0,71,Europe,-0.28187266555253176,0.5276829437697833
50,peugeot 304,30.0,4,79.0,70,2074,19.5,71,Europe,-0.43824545721167824,0.5435021135697501
51,fiat 124b,30.0,4,88.0,76,2065,14.5,71,Europe,-0.3686020876493793,0.5404838941132032
52,toyota corolla 1200,31.0,4,71.0,65,1773,19.0,71,Japan,-0.49353017032291574,0.5615049406131559
53,datsun 1200,35.0,4,72.0,69,1613,18.0,71,Japan,-0.526897888352602,0.5562940069747145
54,volkswagen model 111,27.0,4,97.0,60,1834,19.0,71,Europe,-0.43135799728034824,0.5610312812348673
55,plymouth cricket,26.0,4,91.0,70,1955,20.5,71,US,-0.41306968786581866,0.5567532263613612
56,toyota corona hardtop,24.0,4,113.0,95,2278,15.5,72,Japan,-0.2636088401740229,0.45379626548907287
57,dodge colt hardtop,25.0,4,97.5,80,2126,17.0,72,US,-0.34915944414402206,0.46918940130188114
58,volkswagen type 3,23.0,4,97.0,54,2254,23.5,72,Europe,-0.4298877757336156,0.4736927617190139
59,chevrolet vega,20.0,4,140.0,90,2408,19.5,72,US,-0.2319565826757605,0.4475014477953011
60,ford pinto runabout,21.0,4,122.0,86,2226,16.5,72,US,-0.25948441751038015,0.4642835195951053
61,chevrolet impala,13.0,8,350.0,165,4274,12.0,72,US,0.9424058256651636,0.06829122609909793
62,pontiac catalina,14.0,8,400.0,175,4385,12.0,72,US,1.023097808747175,0.0347135256565289
63,plymouth fury iii,15.0,8,318.0,150,4135,13.5,72,US,0.8304010459578708,0.08698964915597465
64,ford galaxie 500,14.0,8,351.0,153,4129,13.0,72,US,0.8873899667051551,0.07551655922010139
65,amc ambassador sst,17.0,8,304.0,150,3672,11.5,72,US,0.7655582880934761,0.11224251348240366
66,mercury marquis,11.0,8,429.0,208,4633,11.0,72,US,1.1800013451279039,0.009164814464522598
67,buick lesabre custom,13.0,8,350.0,155,4502,13.5,72,US,0.9345704782374068,0.05845537338438053
68,oldsmobile delta 88 royale,12.0,8,350.0,160,4456,13.5,72,US,0.9471206618031535,0.0625714613178316
69,chrysler newport royal,13.0,8,400.0,190,4422,12.5,72,US,1.0581148057580438,0.031272780494174035
70,mazda rx2 coupe,19.0,3,70.0,97,2330,13.5,72,Japan,-0.35557253332003513,0.5336837237489318
71,amc matador (sw),15.0,8,304.0,150,3892,12.5,72,US,0.7969952298219674,0.10638867861778065
72,chevrolet chevelle concours (sw),13.0,8,307.0,130,4098,14.0,72,US,0.7890398230854706,0.10562637695391193
73,ford gran torino (sw),13.0,8,302.0,140,4294,16.0,72,US,0.8033518318765184,0.0935784921946388
74,plymouth satellite custom (sw),14.0,8,318.0,150,4077,14.0,72,US,0.8276007874688672,0.09299329958063784
75,volvo 145e (sw),18.0,4,121.0,112,2933,14.5,72,Europe,-0.09016021422378759,0.4297833567335108
76,volkswagen 411 (sw),22.0,4,121.0,76,2511,18.0,72,Europe,-0.2707169308712041,0.44871428790969625
77,peugeot 504 (sw),21.0,4,120.0,87,2979,19.5,72,Europe,-0.20648242052443444,0.4235362035021846
78,renault 12 (sw),26.0,4,96.0,69,2189,18.0,72,Europe,-0.38236092016654016,0.466145480805027
79,ford pinto (sw),22.0,4,122.0,86,2395,16.0,72,US,-0.2444485699844082,0.4523793154077981
80,datsun 510 (sw),28.0,4,97.0,92,2288,17.0,72,Japan,-0.3355301413966234,0.447871591931571
81,toyouta corona mark ii (sw),23.0,4,120.0,97,2506,14.5,72,Japan,-0.20827699138113454,0.44163047419006846
82,dodge colt (sw),28.0,4,98.0,80,2164,15.0,72,US,-0.35025014539142585,0.4584069636405374
83,toyota corolla 1600 (sw),27.0,4,97.0,88,2100,16.5,72,Japan,-0.35012734899115944,0.4623878851994057
84,buick century 350,13.0,8,350.0,175,4100,13.0,73,US,0.9079327125297451,-0.0031952223198076822
85,amc matador,14.0,8,304.0,150,3672,11.5,73,US,0.7673771746720767,0.04427319387551184
86,chevrolet malibu,13.0,8,350.0,145,3988,13.0,73,US,0.8408961830154372,0.011547233777775999
87,ford gran torino,14.0,8,302.0,137,4042,14.5,73,US,0.7526385466460004,0.027986860127515785
88,dodge coronet custom,15.0,8,318.0,150,3777,12.5,73,US,0.7770655077033969,0.029074383910500087
89,mercury marquis brougham,12.0,8,429.0,198,4952,11.5,73,US,1.1598182985455974,-0.08558991335628093
90,chevrolet caprice classic,13.0,8,400.0,150,4464,12.0,73,US,0.9710379763073046,-0.036402541874722666
91,ford ltd,13.0,8,351.0,158,4363,13.0,73,US,0.9071065766497697,-0.012627764514983243
92,plymouth fury gran sedan,14.0,8,318.0,150,4237,14.5,73,US,0.8166269926758557,0.006896739041118775
93,chrysler new yorker brougham,13.0,8,440.0,215,4735,11.0,73,US,1.1762175650371192,-0.08670999456544472
94,buick electra 225 custom,12.0,8,455.0,225,4951,11.0,73,US,1.2443828144067781,-0.10446971889101837
95,amc ambassador brougham,13.0,8,360.0,175,3821,11.0,73,US,0.9085749889528111,0.008174010710075091
96,plymouth valiant,18.0,6,225.0,105,3121,16.5,73,US,0.22263767805754273,0.20242524388164557
97,chevrolet nova custom,16.0,6,250.0,100,3278,18.0,73,US,0.2624683341581011,0.19036405615939375
98,amc hornet,18.0,6,232.0,100,2945,16.0,73,US,0.20725699926779587,0.21043531891965042
99,ford maverick,18.0,6,250.0,88,3021,16.5,73,US,0.2099891361205604,0.20191536586708464
100,plymouth duster,23.0,6,198.0,95,2904,16.0,73,US,0.111156438170145,0.21309770654462468
101,volkswagen super beetle,26.0,4,97.0,46,1950,21.0,73,Europe,-0.5026343916636214,0.4064891873583615
102,chevrolet impala,11.0,8,400.0,150,4997,14.0,73,US,1.027151959813149,-0.05932512701052103
103,ford country,12.0,8,400.0,167,4906,12.5,73,US,1.054344386053026,-0.06195825082895627
104,plymouth custom suburb,13.0,8,360.0,170,4654,13.0,73,US,0.9716316742792404,-0.035502434528654536
105,oldsmobile vista cruiser,12.0,8,350.0,180,4499,12.5,73,US,0.974448040123359,-0.02251938166725889
106,amc gremlin,18.0,6,232.0,100,2789,15.0,73,US,0.1998861509931811,0.21915824089591496
107,toyota carina,20.0,4,97.0,88,2279,19.0,73,Japan,-0.3191173051203617,0.39637004501510265
108,chevrolet vega,21.0,4,140.0,72,2401,19.5,73,US,-0.2977464146165834,0.3726350652981845
109,datsun 610,22.0,4,108.0,94,2379,16.5,73,Japan,-0.2766836606558624,0.379346271874221
110,maxda rx3,18.0,3,70.0,90,2124,13.5,73,Japan,-0.40623364137402507,0.47244448017357366
111,ford pinto,19.0,4,122.0,85,2310,18.5,73,US,-0.2783850890197946,0.38814576645276544
112,mercury capri v6,21.0,6,155.0,107,2472,14.0,73,US,0.07156532988061155,0.2582645246774449
113,fiat 124 sport coupe,26.0,4,98.0,90,2265,15.5,73,Europe,-0.3324859655014125,0.3787883602817288
114,chevrolet monte carlo s,15.0,8,350.0,145,4082,13.0,73,US,0.8342465135961643,0.000279160229217739
115,pontiac grand prix,16.0,8,400.0,230,4278,9.5,73,US,1.0954227681872604,-0.05828296138442129
116,fiat 128,29.0,4,68.0,49,1867,19.5,73,Europe,-0.5511582516114767,0.41379594164628836
117,opel manta,24.0,4,116.0,75,2158,15.5,73,Europe,-0.33347119021174065,0.3873615557472108
118,audi 100ls,20.0,4,114.0,91,2582,14.0,73,Europe,-0.21115398827425022,0.3741874458828751
119,volvo 144ea,19.0,4,121.0,112,2868,15.5,73,Europe,-0.1393541057417304,0.352296648133611
120,dodge dart custom,15.0,8,318.0,150,3399,11.0,73,US,0.7501360387029754,0.04981353932373238
121,saab 99le,24.0,4,121.0,110,2660,14.0,73,Europe,-0.1937187801912299,0.34890681518535366
122,toyota mark ii,20.0,6,156.0,122,2807,13.5,73,Japan,0.15043077662546056,0.23898066579707486
123,oldsmobile omega,11.0,8,350.0,180,3664,11.0,73,US,0.9056488877680968,0.025648648742631373
124,plymouth duster,20.0,6,198.0,95,3102,16.5,74,US,0.1298884127098023,0.13438794890890435
125,amc hornet,19.0,6,232.0,100,2901,16.0,74,US,0.17020306361526877,0.13226254116098812
126,chevrolet nova,15.0,6,250.0,100,3336,17.0,74,US,0.2634943668665635,0.11347060793951196
127,datsun b210,31.0,4,79.0,67,1950,19.0,74,Japan,-0.5320705941462183,0.31592372368870186
128,ford pinto,26.0,4,122.0,80,2451,16.5,74,US,-0.3355452834527314,0.2836504021685322
129,toyota corolla 1200,32.0,4,71.0,65,1836,21.0,74,Japan,-0.5858359135448806,0.3220314741993308
130,chevrolet vega,25.0,4,140.0,75,2542,17.0,74,US,-0.3098928532607825,0.27541797410753466
131,chevrolet chevelle malibu classic,16.0,6,250.0,100,3781,17.0,74,US,0.30404128383902923,0.08667963064692351
132,amc matador,16.0,6,258.0,110,3632,18.0,74,US,0.305419148880051,0.08778244679562024
133,plymouth satellite sebring,18.0,6,225.0,105,3613,16.5,74,US,0.25317297719170107,0.09889530610787983
134,ford gran torino,16.0,8,302.0,140,4141,14.0,74,US,0.7332235356855135,-0.061586884545596354
135,buick century luxus (sw),13.0,8,350.0,150,4699,14.5,74,US,0.8899494149077949,-0.10573450552912181
136,dodge coronet custom (sw),14.0,8,318.0,150,4457,13.5,74,US,0.8270047018391082,-0.08174393228370942
137,ford gran torino (sw),14.0,8,302.0,140,4638,16.0,74,US,0.7853692200442333,-0.08259577656918579
138,amc matador (sw),14.0,8,304.0,150,4257,15.5,74,US,0.7688634544846034,-0.06592145839823113
139,audi fox,29.0,4,98.0,83,2219,16.5,74,Europe,-0.4093579819824157,0.29607114576205706
140,volkswagen dasher,26.0,4,79.0,67,1963,15.5,74,Europe,-0.4537213472587131,0.3324165697244166
141,opel manta,26.0,4,97.0,78,2300,14.5,74,Europe,-0.3655518252533736,0.30392968212879296
142,toyota corona,31.0,4,76.0,52,1649,16.5,74,Japan,-0.5715564620957749,0.33869104375825027
143,datsun 710,32.0,4,83.0,61,2003,19.0,74,Japan,-0.5409736414854565,0.30999953000639285
144,dodge colt,28.0,4,90.0,75,2125,14.5,74,US,-0.41554503453330077,0.31086569776460726
145,fiat 128,24.0,4,90.0,75,2108,15.5,74,Europe,-0.3932213894421716,0.32388155075537217
146,fiat 124 tc,26.0,4,116.0,75,2246,14.0,74,Europe,-0.3497426933210261,0.29968167687881525
147,honda civic,24.0,4,120.0,97,2489,15.0,74,Japan,-0.27096538256466207,0.2844311687786588
148,subaru,26.0,4,108.0,93,2391,15.5,74,Japan,-0.3250796046143778,0.2895130358263384
149,fiat x1.9,31.0,4,79.0,67,2000,16.0,74,Europe,-0.49708372346421126,0.31455657205848997
150,plymouth valiant custom,19.0,6,225.0,95,3264,16.0,75,US,0.1691810500201151,0.04008046897031067
151,chevrolet nova,18.0,6,250.0,105,3459,16.0,75,US,0.2467778236413826,0.01911467339040413
152,mercury monarch,15.0,6,250.0,72,3432,21.0,75,US,0.16003325398153406,0.03747311502001032
153,ford maverick,15.0,6,250.0,72,3158,19.5,75,US,0.1445677602950287,0.05268382366463919
154,pontiac catalina,16.0,8,400.0,170,4668,11.5,75,US,0.9619847812445482,-0.21704991584135824
155,chevrolet bel air,15.0,8,350.0,145,4440,14.0,75,US,0.8164876842209952,-0.17393397024604193
156,plymouth grand fury,16.0,8,318.0,150,4498,14.5,75,US,0.7809895769915389,-0.16800100803623166
157,ford ltd,14.0,8,351.0,148,4657,13.5,75,US,0.8604696442276341,-0.18342967069255367
158,buick century,17.0,6,231.0,110,3907,21.0,75,US,0.24233822216748155,0.003031925305455964
159,chevroelt chevelle malibu,16.0,6,250.0,105,3897,18.5,75,US,0.28750734927196253,0.0010269858334771747
160,amc matador,15.0,6,258.0,110,3730,19.0,75,US,0.2912041734705774,0.00790216924878672
161,plymouth fury,18.0,6,225.0,95,3785,19.0,75,US,0.20564148274005392,0.014229925615216053
162,buick skyhawk,21.0,6,231.0,110,3039,15.0,75,US,0.17158612985749752,0.03921228710662286
163,chevrolet monza 2+2,20.0,8,262.0,110,3221,13.5,75,US,0.47732703071739685,-0.0763065031567634
164,ford mustang ii,13.0,8,302.0,129,3169,12.0,75,US,0.6274953143709215,-0.0738034469387213
165,toyota corolla,29.0,4,97.0,75,2171,16.0,75,Japan,-0.4491934385678701,0.22423763492486445
166,ford pinto,23.0,4,140.0,83,2639,17.0,75,US,-0.2913030854797963,0.19681304550795706
167,amc gremlin,20.0,6,232.0,100,2914,16.0,75,US,0.13943226827902214,0.05105974930799429
168,pontiac astro,23.0,4,140.0,78,2592,18.5,75,US,-0.32033671084606646,0.20013089114601296
169,toyota corona,24.0,4,134.0,96,2702,13.5,75,Japan,-0.2418248418521111,0.19061933936827796
170,volkswagen dasher,25.0,4,90.0,71,2223,16.5,75,Europe,-0.42986587988388725,0.23799820915348502
171,datsun 710,24.0,4,119.0,97,2545,17.0,75,Japan,-0.3093154612580554,0.20364991649634862
172,ford pinto,18.0,6,171.0,97,2984,14.5,75,US,0.10177551690726355,0.08150073236430769
173,volkswagen rabbit,29.0,4,90.0,70,1937,14.0,75,Europe,-0.4726747277504438,0.24202760906528165
174,amc pacer,19.0,6,232.0,90,3211,17.0,75,US,0.1526210546053224,0.04090671480656273
175,audi 100ls,23.0,4,115.0,95,2694,15.0,75,Europe,-0.27307980640844715,0.2020403342583202
176,peugeot 504,23.0,4,120.0,88,2957,17.0,75,Europe,-0.2706273888641436,0.18708875012419932
177,volvo 244dl,22.0,4,121.0,98,2945,14.5,75,Europe,-0.2194768256080304,0.18857606086538378
178,saab 99le,25.0,4,121.0,115,2671,13.5,75,Europe,-0.2343804834620442,0.18918454292231776
179,honda civic cvcc,33.0,4,91.0,53,1795,17.5,75,Japan,-0.5865548093015674,0.24007581660067231
180,fiat 131,28.0,4,107.0,86,2464,15.5,76,Europe,-0.39537616248525603,0.1270919656480756
181,opel 1900,25.0,4,116.0,81,2220,16.9,76,Europe,-0.40905395315871934,0.14644164973082044
182,capri ii,25.0,4,140.0,92,2572,14.9,76,US,-0.30235803922669324,0.11499420648659639
183,dodge colt,26.0,4,98.0,79,2255,17.7,76,US,-0.4463511510948128,0.149467531507071
184,renault 12tl,27.0,4,101.0,83,2202,15.3,76,Europe,-0.4263027594342585,0.14771336307944036
185,chevrolet chevelle malibu classic,17.5,8,305.0,140,4215,13.0,76,US,0.6945748697186449,-0.22584272286543539
186,dodge coronet brougham,16.0,8,318.0,150,4190,13.0,76,US,0.7380781226784235,-0.22835905447031662
187,amc matador,15.5,8,304.0,120,3962,13.9,76,US,0.6372201715057564,-0.20021832936004336
188,ford gran torino,14.5,8,351.0,152,4215,12.8,76,US,0.7979664666934186,-0.2397483621656098
189,plymouth valiant,22.0,6,225.0,100,3233,15.4,76,US,0.13155895900928574,-0.04626121243924657
190,chevrolet nova,22.0,6,250.0,105,3353,14.5,76,US,0.19211025793582584,-0.06452373412887862
191,ford maverick,24.0,6,200.0,81,3012,17.6,76,US,0.004568056536854398,-0.025358840020706184
192,amc hornet,22.5,6,232.0,90,3085,17.6,76,US,0.0793689722539651,-0.04100425665165552
193,chevrolet chevette,29.0,4,85.0,52,2035,22.2,76,US,-0.6048238073579236,0.1633483569242425
194,chevrolet woody,24.5,4,98.0,60,2164,22.1,76,US,-0.5214915792292577,0.16268142521235204
195,vw rabbit,29.0,4,90.0,70,1937,14.2,76,Europe,-0.49833787323290984,0.16456542679369865
196,honda civic,33.0,4,91.0,53,1795,17.4,76,Japan,-0.6092704203751558,0.16274270987609707
197,dodge aspen se,20.0,6,225.0,100,3651,17.7,76,US,0.17204889694182604,-0.06319968679138557
198,ford granada ghia,18.0,6,250.0,78,3574,21.0,76,US,0.1374089998303702,-0.05861603419033074
199,pontiac ventura sj,18.5,6,250.0,110,3645,16.2,76,US,0.24647984055633806,-0.0712675160430836
200,amc pacer d/l,17.5,6,258.0,95,3193,17.8,76,US,0.17149286371067926,-0.0438563763665266
201,volkswagen rabbit,29.5,4,97.0,71,1825,12.2,76,Europe,-0.48524081880347525,0.16649320758978117
202,datsun b-210,32.0,4,85.0,70,1990,17.0,76,Japan,-0.5513961680258104,0.1532977239801929
203,toyota corolla,28.0,4,97.0,75,2155,16.4,76,Japan,-0.47007962579214974,0.15067553666070885
204,ford pinto,26.5,4,140.0,72,2565,13.6,76,US,-0.33957598170249886,0.1170813974962838
205,volvo 245,20.0,4,130.0,102,3150,15.7,76,Europe,-0.19749266380188937,0.10099543028739762
206,plymouth volare premier v8,13.0,8,318.0,150,3940,13.2,76,US,0.7340724758948419,-0.20574875703351855
207,peugeot 504,19.0,4,120.0,88,3270,21.9,76,Europe,-0.2739437381163295,0.10350830223503676
208,toyota mark ii,19.0,6,156.0,108,2930,15.5,76,Japan,0.05622787342202519,0.0066903330196170655
209,mercedes-benz 280s,16.5,6,168.0,120,3820,16.7,76,Europe,0.19977900589727515,-0.04200007366448108
210,cadillac seville,16.5,8,350.0,180,4380,12.1,76,US,0.8558907713976128,-0.26226007620998787
211,chevy c10,13.0,8,350.0,145,4055,12.0,76,US,0.7870123757169805,-0.22371250563398754
212,ford f108,13.0,8,302.0,130,3870,15.0,76,US,0.6534164742408477,-0.19002715000154252
213,dodge d100,13.0,8,318.0,150,3755,14.0,76,US,0.7058197357428871,-0.19625870222113267
214,honda accord cvcc,31.5,4,98.0,68,2045,18.5,77,Japan,-0.5678922207899306,0.06888712495006444
215,buick opel isuzu deluxe,30.0,4,111.0,80,2155,14.8,77,US,-0.4695088743225758,0.060200459641300885
216,renault 5 gtl,36.0,4,79.0,58,1825,18.6,77,Europe,-0.6719492939004303,0.07757079920588471
217,plymouth arrow gs,25.5,4,122.0,96,2300,15.5,77,US,-0.38003813320644364,0.056859609527805416
218,datsun f-10 hatchback,33.5,4,85.0,70,1945,16.8,77,Japan,-0.5908481461245862,0.07369635267820508
219,chevrolet caprice classic,17.5,8,305.0,145,3880,12.5,77,US,0.6479771946731725,-0.2866605419875455
220,oldsmobile cutlass supreme,17.0,8,260.0,110,4060,19.0,77,US,0.4915438070735849,-0.26775354239462007
221,dodge monaco brougham,15.5,8,318.0,145,4140,13.7,77,US,0.6971286097839886,-0.3003458628044635
222,mercury cougar brougham,15.0,8,302.0,130,4295,14.9,77,US,0.6605374997951621,-0.29622367527859644
223,chevrolet concours,17.5,6,250.0,110,3520,16.4,77,US,0.21554354829807132,-0.1389493264639349
224,buick skylark,20.5,6,231.0,105,3425,16.9,77,US,0.1432088686772935,-0.13384390523699635
225,plymouth volare custom,19.0,6,225.0,100,3630,17.7,77,US,0.15454160293672722,-0.13632389361616848
226,ford granada,18.5,6,250.0,98,3525,19.0,77,US,0.1601674490616581,-0.13995387833753123
227,pontiac grand prix lj,16.0,8,400.0,180,4220,11.1,77,US,0.887365540409784,-0.350744812704882
228,chevrolet monte carlo landau,15.5,8,350.0,170,4165,11.4,77,US,0.8056460978496757,-0.3218408458116488
229,chrysler cordoba,15.5,8,400.0,190,4325,12.2,77,US,0.910615191591807,-0.35816147396882797
230,ford thunderbird,16.0,8,351.0,149,4335,14.5,77,US,0.752565737434858,-0.3280594309436444
231,volkswagen rabbit custom,29.0,4,97.0,78,1940,14.5,77,Europe,-0.5018461934760795,0.08153140523012822
232,pontiac sunbird coupe,24.5,4,151.0,88,2740,16.0,77,US,-0.30846331642546343,0.026199232865975967
233,toyota corolla liftback,26.0,4,97.0,75,2265,18.2,77,Japan,-0.4823262568689841,0.07294876405112545
234,ford mustang ii 2+2,25.5,4,140.0,89,2755,15.8,77,US,-0.3244484835135064,0.02681398032089018
235,chevrolet chevette,30.5,4,98.0,63,2051,17.0,77,US,-0.5531026141713283,0.0738139486318975
236,dodge colt m/m,33.5,4,98.0,83,2075,15.9,77,US,-0.5287059910655245,0.057745455134145
237,subaru dl,30.0,4,97.0,67,1985,16.4,77,Japan,-0.5441124674856788,0.07840874581288688
238,volkswagen dasher,30.5,4,97.0,78,2190,14.1,77,Europe,-0.4831170191923386,0.06371056430801182
239,datsun 810,22.0,6,146.0,97,2815,14.5,77,Japan,-0.027638280445276393,-0.06600424125942278
240,bmw 320i,21.5,4,121.0,110,2600,12.8,77,Europe,-0.2620707903722716,0.05094708851610388
241,mazda rx-4,21.5,3,80.0,110,2720,13.5,77,Japan,-0.4168917398132961,0.11010153052870361
242,volkswagen rabbit custom diesel,43.1,4,90.0,48,1985,21.5,78,Europe,-0.7722028535717435,-0.03364620488219908
243,ford fiesta,36.1,4,98.0,66,1800,14.4,78,US,-0.621085981368451,-0.007539092270153167
244,mazda glc deluxe,32.8,4,78.0,52,1985,19.4,78,Japan,-0.6707652585702221,0.0035690843016097326
245,datsun b210 gx,39.4,4,85.0,70,2070,18.6,78,Japan,-0.6686361099108977,-0.029599064451517075
246,honda civic cvcc,36.1,4,91.0,60,1800,16.4,78,Japan,-0.6598968085445999,-0.003616172512766866
247,oldsmobile cutlass salon brougham,19.9,8,260.0,110,3365,15.5,78,US,0.4009569241703087,-0.31577213611576044
248,dodge diplomat,19.4,8,318.0,140,3735,13.2,78,US,0.5914124490011448,-0.3667418865785488
249,mercury monarch ghia,20.2,8,302.0,139,3570,12.8,78,US,0.5497327130181033,-0.35309838998016074
250,pontiac phoenix lj,19.2,6,231.0,105,3535,19.2,78,US,0.12009571145723905,-0.2139807266282648
251,chevrolet malibu,20.5,6,200.0,95,3155,18.2,78,US,0.022331883972643726,-0.1810976688420545
252,ford fairmont (auto),20.2,6,200.0,85,2965,15.8,78,US,0.009289822453086127,-0.16609475485724304
253,ford fairmont (man),25.1,4,140.0,88,2720,15.4,78,US,-0.34649538457541784,-0.04698231610670787
254,plymouth volare,20.5,6,225.0,100,3430,17.2,78,US,0.1009514268078194,-0.20755667736024994
255,amc concord,19.4,6,232.0,90,3210,17.2,78,US,0.07604916562165438,-0.19250881477684015
256,buick century special,20.6,6,231.0,105,3380,15.8,78,US,0.12450743139533103,-0.2086682041579525
257,mercury zephyr,20.8,6,200.0,85,3070,16.7,78,US,0.006918023247870425,-0.1739449488688796
258,dodge aspen,18.6,6,225.0,110,3620,18.7,78,US,0.1415485649100079,-0.2152740356840239
259,amc concord d/l,18.1,6,258.0,120,3410,15.1,78,US,0.21501664351563085,-0.2181875930266538
260,chevrolet monte carlo landau,19.2,8,305.0,145,3425,13.2,78,US,0.5527869613418316,-0.34548142252818015
261,buick regal sport coupe (turbo),17.7,6,231.0,165,3445,13.4,78,US,0.2893005532795892,-0.21957511550811626
262,ford futura,18.1,8,302.0,139,3205,11.2,78,US,0.5430806587868175,-0.3264224966206545
